image_name,classification
rock06-042.png,rock
rock06-043.png,rock
rock06-044.png,rock
rock06-045.png,rock
rock06-046.png,rock
rock06-047.png,rock
rock06-048.png,rock
rock06-049.png,rock
rock06-050.png,rock
rock06-051.png,rock
rock06-052.png,rock
rock06-053.png,rock
rock06-054.png,rock
rock06-055.png,rock
rock06-056.png,rock
rock06-057.png,rock
rock06-058.png,rock
rock06-059.png,rock
rock06-060.png,rock
rock06-061.png,rock
rock06-062.png,rock
rock06-063.png,rock
rock06-064.png,rock
rock06-065.png,rock
rock06-066.png,rock
rock06-067.png,rock
rock06-068.png,rock
rock06-069.png,rock
rock06-070.png,rock
rock06-071.png,rock
rock06-072.png,rock
rock06-073.png,rock
rock06-074.png,rock
rock06-075.png,rock
rock06-076.png,rock
rock06-077.png,rock
rock06-078.png,rock
rock06-079.png,rock
rock06-080.png,rock
rock06-081.png,rock
rock06-082.png,rock
rock06-083.png,rock
rock06-084.png,rock
rock06-085.png,rock
rock06-086.png,rock
rock06-087.png,rock
rock06-088.png,rock
rock06-089.png,rock
rock06-090.png,rock
rock06-091.png,rock
rock06-092.png,rock
rock06-093.png,rock
rock06-094.png,rock
rock06-095.png,rock
rock06-096.png,rock
rock06-097.png,rock
rock06-098.png,rock
rock06-099.png,rock
rock06-100.png,rock
rock06-101.png,rock
rock06-102.png,rock
rock06-103.png,rock
rock06-104.png,rock
rock06-105.png,rock
rock06-106.png,rock
rock06-107.png,rock
rock06-108.png,rock
rock06-109.png,rock
rock06-110.png,rock
rock06-111.png,rock
rock06-112.png,rock
rock06-113.png,rock
rock06-114.png,rock
rock06-115.png,rock
rock06-116.png,rock
rock06-117.png,rock
rock06-118.png,rock
rock06-119.png,rock
rock07-000.png,rock
rock07-001.png,rock
rock07-002.png,rock
rock07-003.png,rock
rock07-004.png,rock
rock07-005.png,rock
rock07-006.png,rock
rock07-007.png,rock
rock07-008.png,rock
rock07-009.png,rock
rock07-010.png,rock
rock07-011.png,rock
rock07-012.png,rock
rock07-013.png,rock
rock07-014.png,rock
rock07-015.png,rock
rock07-016.png,rock
rock07-017.png,rock
rock07-018.png,rock
rock07-019.png,rock
rock07-020.png,rock
rock07-021.png,rock
rock07-022.png,rock
rock07-023.png,rock
rock07-024.png,rock
rock07-025.png,rock
rock07-026.png,rock
rock07-027.png,rock
rock07-028.png,rock
rock07-029.png,rock
rock07-030.png,rock
rock07-031.png,rock
rock07-032.png,rock
rock07-033.png,rock
rock07-034.png,rock
rock07-035.png,rock
rock07-036.png,rock
rock07-037.png,rock
rock07-038.png,rock
rock07-039.png,rock
rock07-040.png,rock
rock07-041.png,rock
rock07-042.png,rock
rock07-043.png,rock
rock07-044.png,rock
rock07-045.png,rock
rock07-046.png,rock
rock07-047.png,rock
rock07-048.png,rock
rock07-049.png,rock
rock07-050.png,rock
rock07-051.png,rock
rock07-052.png,rock
rock07-053.png,rock
rock07-054.png,rock
rock07-055.png,rock
rock07-056.png,rock
rock07-057.png,rock
rock07-058.png,rock
rock07-059.png,rock
rock07-060.png,rock
rock07-061.png,rock
rock07-062.png,rock
rock07-063.png,rock
rock07-064.png,rock
rock07-065.png,rock
rock07-066.png,rock
rock07-067.png,rock
rock07-068.png,rock
rock07-069.png,rock
rock07-070.png,rock
rock07-071.png,rock
rock07-072.png,rock
rock07-073.png,rock
rock07-074.png,rock
rock07-075.png,rock
rock07-076.png,rock
rock07-077.png,rock
rock07-078.png,rock
rock07-079.png,rock
rock07-080.png,rock
rock07-081.png,rock
rock07-082.png,rock
rock07-083.png,rock
rock07-084.png,rock
rock07-085.png,rock
rock07-086.png,rock
rock07-087.png,rock
rock07-088.png,rock
rock07-089.png,rock
rock07-090.png,rock
rock07-091.png,rock
rock07-092.png,rock
rock07-093.png,rock
rock07-094.png,rock
rock07-095.png,rock
rock07-096.png,rock
rock07-097.png,rock
rock07-098.png,rock
rock07-099.png,rock
rock07-100.png,rock
rock07-101.png,rock
rock07-102.png,rock
rock07-103.png,rock
rock07-104.png,rock
rock07-105.png,rock
rock07-106.png,rock
rock07-107.png,rock
rock07-108.png,rock
rock07-109.png,rock
rock07-110.png,rock
rock07-111.png,rock
rock07-112.png,rock
rock07-113.png,rock
rock07-114.png,rock
rock07-115.png,rock
rock07-116.png,rock
rock07-117.png,rock
rock07-118.png,rock
rock07-119.png,rock
paper01-000.png,paper
paper01-001.png,paper
paper01-002.png,paper
paper01-003.png,paper
paper01-004.png,paper
paper01-005.png,paper
paper01-006.png,paper
paper01-007.png,paper
paper01-008.png,paper
paper01-009.png,paper
paper01-010.png,paper
paper01-011.png,paper
paper01-012.png,paper
paper01-013.png,paper
paper01-014.png,paper
paper01-015.png,paper
paper01-016.png,paper
paper01-017.png,paper
paper01-018.png,paper
paper01-019.png,paper
paper01-020.png,paper
paper01-021.png,paper
paper01-022.png,paper
paper01-023.png,paper
paper01-024.png,paper
paper01-025.png,paper
paper01-026.png,paper
paper01-027.png,paper
paper01-028.png,paper
paper01-029.png,paper
paper01-030.png,paper
paper01-031.png,paper
paper01-032.png,paper
paper01-033.png,paper
paper01-034.png,paper
paper01-035.png,paper
paper01-036.png,paper
paper01-037.png,paper
paper01-038.png,paper
paper01-039.png,paper
paper01-040.png,paper
paper01-041.png,paper
paper01-042.png,paper
paper01-043.png,paper
paper01-044.png,paper
paper01-045.png,paper
paper01-046.png,paper
paper01-047.png,paper
paper01-048.png,paper
paper01-049.png,paper
paper01-050.png,paper
paper01-051.png,paper
paper01-052.png,paper
paper01-053.png,paper
paper01-054.png,paper
paper01-055.png,paper
paper01-056.png,paper
paper01-057.png,paper
paper01-058.png,paper
paper01-059.png,paper
paper01-060.png,paper
paper01-061.png,paper
paper01-062.png,paper
paper01-063.png,paper
paper01-064.png,paper
paper01-065.png,paper
paper01-066.png,paper
paper01-067.png,paper
paper01-068.png,paper
paper01-069.png,paper
paper01-070.png,paper
paper01-071.png,paper
paper01-072.png,paper
paper01-073.png,paper
paper01-074.png,paper
paper01-075.png,paper
paper01-076.png,paper
paper01-077.png,paper
paper01-078.png,paper
paper01-079.png,paper
paper01-080.png,paper
paper01-081.png,paper
paper01-082.png,paper
paper01-083.png,paper
paper01-084.png,paper
paper01-085.png,paper
paper01-086.png,paper
paper01-087.png,paper
paper01-088.png,paper
paper01-089.png,paper
paper01-090.png,paper
paper01-091.png,paper
paper01-092.png,paper
paper01-093.png,paper
paper01-094.png,paper
paper01-095.png,paper
paper01-096.png,paper
paper01-097.png,paper
paper01-098.png,paper
paper01-099.png,paper
paper01-100.png,paper
paper01-101.png,paper
paper01-102.png,paper
paper01-103.png,paper
paper01-104.png,paper
paper01-105.png,paper
paper01-106.png,paper
paper01-107.png,paper
paper01-108.png,paper
paper01-109.png,paper
paper01-110.png,paper
paper01-111.png,paper
paper01-112.png,paper
paper01-113.png,paper
paper01-114.png,paper
paper01-115.png,paper
paper01-116.png,paper
paper01-117.png,paper
paper01-118.png,paper
paper01-119.png,paper
paper02-000.png,paper
paper02-001.png,paper
paper02-002.png,paper
paper02-003.png,paper
paper02-004.png,paper
paper02-005.png,paper
paper02-006.png,paper
paper02-007.png,paper
paper02-008.png,paper
paper02-009.png,paper
paper02-010.png,paper
paper02-011.png,paper
paper02-012.png,paper
paper02-013.png,paper
paper02-014.png,paper
paper02-015.png,paper
paper02-016.png,paper
paper02-017.png,paper
paper02-018.png,paper
paper02-019.png,paper
paper02-020.png,paper
paper02-021.png,paper
paper02-022.png,paper
paper02-023.png,paper
paper02-024.png,paper
paper02-025.png,paper
paper02-026.png,paper
paper02-027.png,paper
paper02-028.png,paper
paper02-029.png,paper
paper02-030.png,paper
paper02-031.png,paper
paper02-032.png,paper
paper02-033.png,paper
paper02-034.png,paper
paper02-035.png,paper
paper02-036.png,paper
paper02-037.png,paper
paper02-038.png,paper
paper02-039.png,paper
paper02-040.png,paper
paper02-041.png,paper
paper02-042.png,paper
paper02-043.png,paper
paper02-044.png,paper
paper02-045.png,paper
paper02-046.png,paper
paper02-047.png,paper
paper02-048.png,paper
paper02-049.png,paper
paper02-050.png,paper
paper02-051.png,paper
paper02-052.png,paper
paper02-053.png,paper
paper02-054.png,paper
paper02-055.png,paper
paper02-056.png,paper
paper02-057.png,paper
paper02-058.png,paper
paper02-059.png,paper
paper02-060.png,paper
paper02-061.png,paper
paper02-062.png,paper
paper02-063.png,paper
paper02-064.png,paper
paper02-065.png,paper
paper02-066.png,paper
paper02-067.png,paper
paper02-068.png,paper
paper02-069.png,paper
paper02-070.png,paper
paper02-071.png,paper
paper02-072.png,paper
paper02-073.png,paper
paper02-074.png,paper
paper02-075.png,paper
paper02-076.png,paper
paper02-077.png,paper
paper02-078.png,paper
paper02-079.png,paper
paper02-080.png,paper
paper02-081.png,paper
paper02-082.png,paper
paper02-083.png,paper
paper02-084.png,paper
paper02-085.png,paper
paper02-086.png,paper
paper02-087.png,paper
paper02-088.png,paper
paper02-089.png,paper
paper02-090.png,paper
paper02-091.png,paper
paper02-092.png,paper
paper02-093.png,paper
paper02-094.png,paper
paper02-095.png,paper
paper02-096.png,paper
paper02-097.png,paper
paper02-098.png,paper
paper02-099.png,paper
paper02-100.png,paper
paper02-101.png,paper
paper02-102.png,paper
paper02-103.png,paper
paper02-104.png,paper
paper02-105.png,paper
paper02-106.png,paper
paper02-107.png,paper
paper02-108.png,paper
paper02-109.png,paper
paper02-110.png,paper
paper02-111.png,paper
paper02-112.png,paper
paper02-113.png,paper
paper02-114.png,paper
paper02-115.png,paper
paper02-116.png,paper
paper02-117.png,paper
paper02-118.png,paper
paper02-119.png,paper
paper03-000.png,paper
paper03-001.png,paper
paper03-002.png,paper
paper03-003.png,paper
paper03-004.png,paper
paper03-005.png,paper
paper03-006.png,paper
paper03-007.png,paper
paper03-008.png,paper
paper03-009.png,paper
paper03-010.png,paper
paper03-011.png,paper
paper03-012.png,paper
paper03-013.png,paper
paper03-014.png,paper
paper03-015.png,paper
paper03-016.png,paper
paper03-017.png,paper
paper03-018.png,paper
paper03-019.png,paper
paper03-020.png,paper
paper03-021.png,paper
paper03-022.png,paper
paper03-023.png,paper
paper03-024.png,paper
paper03-025.png,paper
paper03-026.png,paper
paper03-027.png,paper
paper03-028.png,paper
paper03-029.png,paper
paper03-030.png,paper
paper03-031.png,paper
paper03-032.png,paper
paper03-033.png,paper
paper03-034.png,paper
paper03-035.png,paper
paper03-036.png,paper
paper03-037.png,paper
paper03-038.png,paper
paper03-039.png,paper
paper03-040.png,paper
paper03-041.png,paper
paper03-042.png,paper
paper03-043.png,paper
paper03-044.png,paper
paper03-045.png,paper
paper03-046.png,paper
paper03-047.png,paper
paper03-048.png,paper
paper03-049.png,paper
paper03-050.png,paper
paper03-051.png,paper
paper03-052.png,paper
paper03-053.png,paper
paper03-054.png,paper
paper03-055.png,paper
paper03-056.png,paper
paper03-057.png,paper
paper03-058.png,paper
paper03-059.png,paper
paper03-060.png,paper
paper03-061.png,paper
paper03-062.png,paper
paper03-063.png,paper
paper03-064.png,paper
paper03-065.png,paper
paper03-066.png,paper
paper03-067.png,paper
paper03-068.png,paper
paper03-069.png,paper
paper03-070.png,paper
paper03-071.png,paper
paper03-072.png,paper
paper03-073.png,paper
paper03-074.png,paper
paper03-075.png,paper
paper03-076.png,paper
paper03-077.png,paper
paper03-078.png,paper
paper03-079.png,paper
paper03-080.png,paper
paper03-081.png,paper
paper03-082.png,paper
paper03-083.png,paper
paper03-084.png,paper
paper03-085.png,paper
paper03-086.png,paper
paper03-087.png,paper
paper03-088.png,paper
paper03-089.png,paper
paper03-090.png,paper
paper03-091.png,paper
paper03-092.png,paper
paper03-093.png,paper
paper03-094.png,paper
paper03-095.png,paper
paper03-096.png,paper
paper03-097.png,paper
paper03-098.png,paper
paper03-099.png,paper
paper03-100.png,paper
paper03-101.png,paper
paper03-102.png,paper
paper03-103.png,paper
paper03-104.png,paper
paper03-105.png,paper
paper03-106.png,paper
paper03-107.png,paper
paper03-108.png,paper
paper03-109.png,paper
paper03-110.png,paper
paper03-111.png,paper
paper03-112.png,paper
paper03-113.png,paper
paper03-114.png,paper
paper03-115.png,paper
paper03-116.png,paper
paper03-117.png,paper
paper03-118.png,paper
paper03-119.png,paper
paper04-000.png,paper
paper04-001.png,paper
paper04-002.png,paper
paper04-003.png,paper
paper04-004.png,paper
paper04-005.png,paper
paper04-006.png,paper
paper04-007.png,paper
paper04-008.png,paper
paper04-009.png,paper
paper04-010.png,paper
paper04-011.png,paper
paper04-012.png,paper
paper04-013.png,paper
paper04-014.png,paper
paper04-015.png,paper
paper04-016.png,paper
paper04-017.png,paper
paper04-018.png,paper
paper04-019.png,paper
paper04-020.png,paper
paper04-021.png,paper
paper04-022.png,paper
paper04-023.png,paper
paper04-024.png,paper
paper04-025.png,paper
paper04-026.png,paper
paper04-027.png,paper
paper04-028.png,paper
paper04-029.png,paper
paper04-030.png,paper
paper04-031.png,paper
paper04-032.png,paper
paper04-033.png,paper
paper04-034.png,paper
paper04-035.png,paper
paper04-036.png,paper
paper04-037.png,paper
paper04-038.png,paper
paper04-039.png,paper
paper04-040.png,paper
paper04-041.png,paper
paper04-042.png,paper
paper04-043.png,paper
paper04-044.png,paper
paper04-045.png,paper
paper04-046.png,paper
paper04-047.png,paper
paper04-048.png,paper
paper04-049.png,paper
paper04-050.png,paper
paper04-051.png,paper
paper04-052.png,paper
paper04-053.png,paper
paper04-054.png,paper
paper04-055.png,paper
paper04-056.png,paper
paper04-057.png,paper
paper04-058.png,paper
paper04-059.png,paper
paper04-060.png,paper
paper04-061.png,paper
paper04-062.png,paper
paper04-063.png,paper
paper04-064.png,paper
paper04-065.png,paper
paper04-066.png,paper
paper04-067.png,paper
paper04-068.png,paper
paper04-069.png,paper
paper04-070.png,paper
